date,state,death,death_confirmed,death_increase,death_probable,hospitalized,hospitalized_currently,hospitalized_increase,in_icu_cumulative,in_icu_currently,negative,negative_increase,negative_tests_antibody,Negative_Antibody_Tests_People,negative_tests_viral,on_ventilator_cumulative,on_ventilator_currently,positive,positive_cases_viral,positive_increase,Positive_Antibody_Test,Positive_Antigen_Test,Positive_Antibody_Test_People,positive_tests_people_antigen,positive_tests_viral,recovered,total_test_encounters_viral,total_test_encounters_viral_increase,total_test_results,total_test_results_increase,total_tests_antibody,total_tests_antigen,total_tests_people_antibody,total_tests_people_antigen,total_tests_people_viral,total_tests_people_viral_increase,total_tests_viral,total_tests_viral_increase
2020-10-08,LA,5609,5416,5,193.0,0.0,564.0,0,0.0,0.0,2267066.0,11776,0.0,0.0,0.0,0.0,79.0,173149.0,170621.0,524,0.0,0.0,0.0,0.0,0.0,157873.0,0.0,0,2440215.0,12300,0.0,0.0,0.0,0.0,0.0,0,2437687.0,12300
2020-10-07,LA,5604,5411,12,193.0,0.0,552.0,0,0.0,0.0,2255290.0,21979,0.0,0.0,0.0,0.0,78.0,172625.0,170097.0,2156,0.0,0.0,0.0,0.0,0.0,157873.0,0.0,0,2427915.0,24135,0.0,0.0,0.0,0.0,0.0,0,2425387.0,23032
2020-10-06,LA,5592,5402,6,190.0,0.0,567.0,0,0.0,0.0,2233311.0,12228,0.0,0.0,0.0,0.0,71.0,170469.0,169044.0,532,0.0,0.0,0.0,0.0,0.0,154163.0,0.0,0,2403780.0,12760,0.0,0.0,0.0,0.0,0.0,0,2402355.0,12760
2020-10-05,LA,5586,5396,9,190.0,0.0,547.0,0,0.0,0.0,2221083.0,7132,0.0,0.0,0.0,0.0,71.0,169937.0,168512.0,218,0.0,0.0,0.0,0.0,0.0,154163.0,0.0,0,2391020.0,7350,0.0,0.0,0.0,0.0,0.0,0,2389595.0,7350
2020-10-04,LA,5577,5387,32,190.0,0.0,518.0,0,0.0,0.0,2213951.0,25328,0.0,0.0,0.0,0.0,68.0,169719.0,168294.0,893,0.0,0.0,0.0,0.0,0.0,154163.0,0.0,0,2383670.0,26221,0.0,0.0,0.0,0.0,0.0,0,2382245.0,26221
2020-10-03,LA,5545,5355,0,190.0,0.0,536.0,0,0.0,0.0,2188623.0,0,0.0,0.0,0.0,0.0,74.0,168826.0,167401.0,0,0.0,0.0,0.0,0.0,0.0,154163.0,0.0,0,2357449.0,0,0.0,0.0,0.0,0.0,0.0,0,2356024.0,0
2020-10-02,LA,5545,5355,26,190.0,0.0,536.0,0,0.0,0.0,2188623.0,21887,0.0,0.0,0.0,0.0,74.0,168826.0,167401.0,817,0.0,0.0,0.0,0.0,0.0,154163.0,0.0,0,2357449.0,22704,0.0,0.0,0.0,0.0,0.0,0,2356024.0,22704
2020-10-01,LA,5519,5329,8,190.0,0.0,534.0,0,0.0,0.0,2166736.0,15590,0.0,0.0,0.0,0.0,75.0,168009.0,166584.0,551,0.0,0.0,0.0,0.0,0.0,154163.0,0.0,0,2334745.0,16141,0.0,0.0,0.0,0.0,0.0,0,2333320.0,16141
2020-09-30,LA,5511,5321,21,190.0,0.0,553.0,0,0.0,0.0,2151146.0,10237,0.0,0.0,0.0,0.0,79.0,167458.0,166033.0,610,0.0,0.0,0.0,0.0,0.0,154163.0,0.0,0,2318604.0,10847,0.0,0.0,0.0,0.0,0.0,0,2317179.0,10646
2020-09-29,LA,5490,5308,10,182.0,0.0,578.0,0,0.0,0.0,2140909.0,17606,0.0,0.0,0.0,0.0,80.0,166848.0,165624.0,533,0.0,0.0,0.0,0.0,0.0,149640.0,0.0,0,2307757.0,18139,0.0,0.0,0.0,0.0,0.0,0,2306533.0,18139
2020-09-28,LA,5480,5298,15,182.0,0.0,563.0,0,0.0,0.0,2123303.0,6229,0.0,0.0,0.0,0.0,83.0,166315.0,165091.0,240,0.0,0.0,0.0,0.0,0.0,149640.0,0.0,0,2289618.0,6469,0.0,0.0,0.0,0.0,0.0,0,2288394.0,6469
2020-09-27,LA,5465,5283,21,182.0,0.0,557.0,0,0.0,0.0,2117074.0,26161,0.0,0.0,0.0,0.0,85.0,166075.0,164851.0,923,0.0,0.0,0.0,0.0,0.0,149640.0,0.0,0,2283149.0,27084,0.0,0.0,0.0,0.0,0.0,0,2281925.0,27084
2020-09-26,LA,5444,5262,0,182.0,0.0,570.0,0,0.0,0.0,2090913.0,0,0.0,0.0,0.0,0.0,86.0,165152.0,163928.0,0,0.0,0.0,0.0,0.0,0.0,149640.0,0.0,0,2256065.0,0,0.0,0.0,0.0,0.0,0.0,0,2254841.0,0
2020-09-25,LA,5444,5262,21,182.0,0.0,570.0,0,0.0,0.0,2090913.0,17825,0.0,0.0,0.0,0.0,86.0,165152.0,163928.0,706,0.0,0.0,0.0,0.0,0.0,149640.0,0.0,0,2256065.0,18531,0.0,0.0,0.0,0.0,0.0,0,2254841.0,18531
2020-09-24,LA,5423,5241,16,182.0,0.0,575.0,0,0.0,0.0,2073088.0,16948,0.0,0.0,0.0,0.0,92.0,164446.0,163222.0,577,0.0,0.0,0.0,0.0,0.0,149640.0,0.0,0,2237534.0,17525,0.0,0.0,0.0,0.0,0.0,0,2236310.0,17525
2020-09-23,LA,5407,5225,21,182.0,0.0,592.0,0,0.0,0.0,2056140.0,12419,0.0,0.0,0.0,0.0,94.0,163869.0,162645.0,616,0.0,0.0,0.0,0.0,0.0,149640.0,0.0,0,2220009.0,13035,0.0,0.0,0.0,0.0,0.0,0,2218785.0,12850
2020-09-22,LA,5386,5218,11,168.0,0.0,571.0,0,0.0,0.0,2043721.0,20430,0.0,0.0,0.0,0.0,96.0,163253.0,162214.0,752,0.0,0.0,0.0,0.0,0.0,145570.0,0.0,0,2206974.0,21182,0.0,0.0,0.0,0.0,0.0,0,2205935.0,21182
2020-09-21,LA,5375,5207,9,168.0,0.0,587.0,0,0.0,0.0,2023291.0,6550,0.0,0.0,0.0,0.0,93.0,162501.0,161462.0,243,0.0,0.0,0.0,0.0,0.0,145570.0,0.0,0,2185792.0,6793,0.0,0.0,0.0,0.0,0.0,0,2184753.0,6793
2020-09-20,LA,5366,5198,26,168.0,0.0,596.0,0,0.0,0.0,2016741.0,31077,0.0,0.0,0.0,0.0,100.0,162258.0,161219.0,936,0.0,0.0,0.0,0.0,0.0,145570.0,0.0,0,2178999.0,32013,0.0,0.0,0.0,0.0,0.0,0,2177960.0,32013
2020-09-19,LA,5340,5172,0,168.0,0.0,647.0,0,0.0,0.0,1985664.0,0,0.0,0.0,0.0,0.0,104.0,161322.0,160283.0,0,0.0,0.0,0.0,0.0,0.0,145570.0,0.0,0,2146986.0,0,0.0,0.0,0.0,0.0,0.0,0,2145947.0,0
2020-09-18,LA,5340,5172,29,168.0,0.0,647.0,0,0.0,0.0,1985664.0,21817,0.0,0.0,0.0,0.0,104.0,161322.0,160283.0,979,0.0,0.0,0.0,0.0,0.0,145570.0,0.0,0,2146986.0,22796,0.0,0.0,0.0,0.0,0.0,0,2145947.0,22796
2020-09-17,LA,5311,5143,17,168.0,0.0,663.0,0,0.0,0.0,1963847.0,8528,0.0,0.0,0.0,0.0,106.0,160343.0,159304.0,478,0.0,0.0,0.0,0.0,0.0,145570.0,0.0,0,2124190.0,9006,0.0,0.0,0.0,0.0,0.0,0,2123151.0,9006
2020-09-16,LA,5294,5126,16,168.0,0.0,678.0,0,0.0,0.0,1955319.0,22614,0.0,0.0,0.0,0.0,107.0,159865.0,158826.0,612,0.0,0.0,0.0,0.0,0.0,145570.0,0.0,0,2115184.0,23226,0.0,0.0,0.0,0.0,0.0,0,2114145.0,23122
2020-09-15,LA,5278,5108,26,170.0,0.0,667.0,0,0.0,0.0,1932705.0,12288,0.0,0.0,0.0,0.0,99.0,159253.0,158318.0,371,0.0,0.0,0.0,0.0,0.0,140440.0,0.0,0,2091958.0,12659,0.0,0.0,0.0,0.0,0.0,0,2091023.0,12659
2020-09-14,LA,5252,5082,17,170.0,0.0,664.0,0,0.0,0.0,1920417.0,12077,0.0,0.0,0.0,0.0,105.0,158882.0,157947.0,492,0.0,0.0,0.0,0.0,0.0,140440.0,0.0,0,2079299.0,12569,0.0,0.0,0.0,0.0,0.0,0,2078364.0,12569
2020-09-13,LA,5235,5065,33,170.0,0.0,680.0,0,0.0,0.0,1908340.0,27696,0.0,0.0,0.0,0.0,107.0,158390.0,157455.0,1281,0.0,0.0,0.0,0.0,0.0,140440.0,0.0,0,2066730.0,28977,0.0,0.0,0.0,0.0,0.0,0,2065795.0,28977
2020-09-12,LA,5202,5032,0,170.0,0.0,723.0,0,0.0,0.0,1880644.0,0,0.0,0.0,0.0,0.0,117.0,157109.0,156174.0,0,0.0,0.0,0.0,0.0,0.0,140440.0,0.0,0,2037753.0,0,0.0,0.0,0.0,0.0,0.0,0,2036818.0,0
2020-09-11,LA,5202,5032,41,170.0,0.0,723.0,0,0.0,0.0,1880644.0,26479,0.0,0.0,0.0,0.0,117.0,157109.0,156174.0,755,0.0,0.0,0.0,0.0,0.0,140440.0,0.0,0,2037753.0,27234,0.0,0.0,0.0,0.0,0.0,0,2036818.0,27234
2020-09-10,LA,5161,4991,21,170.0,0.0,762.0,0,0.0,0.0,1854165.0,10093,0.0,0.0,0.0,0.0,125.0,156354.0,155419.0,464,0.0,0.0,0.0,0.0,0.0,140440.0,0.0,0,2010519.0,10557,0.0,0.0,0.0,0.0,0.0,0,2009584.0,10557
2020-09-09,LA,5140,4970,22,170.0,0.0,782.0,0,0.0,0.0,1844072.0,30047,0.0,0.0,0.0,0.0,123.0,155890.0,154955.0,1561,0.0,0.0,0.0,0.0,0.0,140440.0,0.0,0,1999962.0,31608,0.0,0.0,0.0,0.0,0.0,0,1999027.0,31569
2020-09-08,LA,5118,4955,13,163.0,0.0,799.0,0,0.0,0.0,1814025.0,3869,0.0,0.0,0.0,0.0,131.0,154329.0,153433.0,256,0.0,0.0,0.0,0.0,0.0,134432.0,0.0,0,1968354.0,4125,0.0,0.0,0.0,0.0,0.0,0,1967458.0,4125
2020-09-07,LA,5105,4942,12,163.0,0.0,787.0,0,0.0,0.0,1810156.0,4676,0.0,0.0,0.0,0.0,124.0,154073.0,153177.0,309,0.0,0.0,0.0,0.0,0.0,134432.0,0.0,0,1964229.0,4985,0.0,0.0,0.0,0.0,0.0,0,1963333.0,4985
2020-09-06,LA,5093,4930,58,163.0,0.0,790.0,0,0.0,0.0,1805480.0,25205,0.0,0.0,0.0,0.0,119.0,153764.0,152868.0,1395,0.0,0.0,0.0,0.0,0.0,134432.0,0.0,0,1959244.0,26600,0.0,0.0,0.0,0.0,0.0,0,1958348.0,26600
2020-09-05,LA,5035,4872,0,163.0,0.0,808.0,0,0.0,0.0,1780275.0,0,0.0,0.0,0.0,0.0,96.0,152369.0,151473.0,0,0.0,0.0,0.0,0.0,0.0,134432.0,0.0,0,1932644.0,0,0.0,0.0,0.0,0.0,0.0,0,1931748.0,0
2020-09-04,LA,5035,4872,14,163.0,0.0,808.0,0,0.0,0.0,1780275.0,14723,0.0,0.0,0.0,0.0,96.0,152369.0,151473.0,822,0.0,0.0,0.0,0.0,0.0,134432.0,0.0,0,1932644.0,15545,0.0,0.0,0.0,0.0,0.0,0,1931748.0,15545
2020-09-03,LA,5021,4858,17,163.0,0.0,851.0,0,0.0,0.0,1765552.0,11507,0.0,0.0,0.0,0.0,128.0,151547.0,150651.0,813,0.0,0.0,0.0,0.0,0.0,134432.0,0.0,0,1917099.0,12320,0.0,0.0,0.0,0.0,0.0,0,1916203.0,12320
2020-09-02,LA,5004,4841,20,163.0,0.0,873.0,0,0.0,0.0,1754045.0,13102,0.0,0.0,0.0,0.0,132.0,150734.0,149838.0,1151,0.0,0.0,0.0,0.0,0.0,134432.0,0.0,0,1904779.0,14253,0.0,0.0,0.0,0.0,0.0,0,1903883.0,14058
2020-09-01,LA,4984,4821,34,163.0,0.0,910.0,0,0.0,0.0,1740943.0,16347,0.0,0.0,0.0,0.0,128.0,149583.0,148882.0,689,0.0,0.0,0.0,0.0,0.0,127918.0,0.0,0,1890526.0,17036,0.0,0.0,0.0,0.0,0.0,0,1889825.0,17036
2020-08-31,LA,4950,4787,19,163.0,0.0,881.0,0,0.0,0.0,1724596.0,3713,0.0,0.0,0.0,0.0,132.0,148894.0,148193.0,326,0.0,0.0,0.0,0.0,0.0,127918.0,0.0,0,1873490.0,4039,0.0,0.0,0.0,0.0,0.0,0,1872789.0,4039
2020-08-30,LA,4931,4768,27,163.0,0.0,902.0,0,0.0,0.0,1720883.0,38648,0.0,0.0,0.0,0.0,143.0,148568.0,147867.0,1624,0.0,0.0,0.0,0.0,0.0,127918.0,0.0,0,1869451.0,40272,0.0,0.0,0.0,0.0,0.0,0,1868750.0,40272
2020-08-29,LA,4904,4741,0,163.0,0.0,900.0,0,0.0,0.0,1682235.0,0,0.0,0.0,0.0,0.0,141.0,146944.0,146243.0,0,0.0,0.0,0.0,0.0,0.0,127918.0,0.0,0,1829179.0,0,0.0,0.0,0.0,0.0,0.0,0,1828478.0,0
2020-08-28,LA,4904,4741,30,163.0,0.0,900.0,0,0.0,0.0,1682235.0,9669,0.0,0.0,0.0,0.0,141.0,146944.0,146243.0,606,0.0,0.0,0.0,0.0,0.0,127918.0,0.0,0,1829179.0,10275,0.0,0.0,0.0,0.0,0.0,0,1828478.0,10275
2020-08-27,LA,4874,4711,23,163.0,0.0,876.0,0,0.0,0.0,1672566.0,9359,0.0,0.0,0.0,0.0,145.0,146338.0,145637.0,677,0.0,0.0,0.0,0.0,0.0,127918.0,0.0,0,1818904.0,10036,0.0,0.0,0.0,0.0,0.0,0,1818203.0,10036
2020-08-26,LA,4851,4688,54,163.0,0.0,914.0,0,0.0,0.0,1663207.0,13261,0.0,0.0,0.0,0.0,148.0,145661.0,144960.0,1545,0.0,0.0,0.0,0.0,0.0,127918.0,0.0,0,1808868.0,14806,0.0,0.0,0.0,0.0,0.0,0,1808167.0,14105
2020-08-25,LA,4797,4656,33,141.0,0.0,930.0,0,0.0,0.0,1649946.0,21031,0.0,0.0,0.0,0.0,141.0,144116.0,144116.0,550,0.0,0.0,0.0,0.0,0.0,118120.0,0.0,0,1794062.0,21581,0.0,0.0,0.0,0.0,0.0,0,1794062.0,21581
2020-08-24,LA,4764,4623,18,141.0,0.0,939.0,0,0.0,0.0,1628915.0,8020,0.0,0.0,0.0,0.0,152.0,143566.0,143566.0,623,0.0,0.0,0.0,0.0,0.0,118120.0,0.0,0,1772481.0,8643,0.0,0.0,0.0,0.0,0.0,0,1772481.0,8643
2020-08-23,LA,4746,4605,59,141.0,0.0,941.0,0,0.0,0.0,1620895.0,23808,0.0,0.0,0.0,0.0,152.0,142943.0,142943.0,1223,0.0,0.0,0.0,0.0,0.0,118120.0,0.0,0,1763838.0,25031,0.0,0.0,0.0,0.0,0.0,0,1763838.0,25031
2020-08-22,LA,4687,4546,0,141.0,0.0,1051.0,0,0.0,0.0,1597087.0,0,0.0,0.0,0.0,0.0,172.0,141720.0,141720.0,0,0.0,0.0,0.0,0.0,0.0,118120.0,0.0,0,1738807.0,0,0.0,0.0,0.0,0.0,0.0,0,1738807.0,0
2020-08-21,LA,4687,4546,50,141.0,0.0,1051.0,0,0.0,0.0,1597087.0,18874,0.0,0.0,0.0,0.0,172.0,141720.0,141720.0,899,0.0,0.0,0.0,0.0,0.0,118120.0,0.0,0,1738807.0,19773,0.0,0.0,0.0,0.0,0.0,0,1738807.0,19773
2020-08-20,LA,4637,4496,28,141.0,0.0,1087.0,0,0.0,0.0,1578213.0,13142,0.0,0.0,0.0,0.0,178.0,140821.0,140821.0,918,0.0,0.0,0.0,0.0,0.0,118120.0,0.0,0,1719034.0,14060,0.0,0.0,0.0,0.0,0.0,0,1719034.0,14060
2020-08-19,LA,4609,4468,55,141.0,0.0,1160.0,0,0.0,0.0,1565071.0,14205,0.0,0.0,0.0,0.0,175.0,139903.0,139903.0,778,0.0,0.0,0.0,0.0,0.0,118120.0,0.0,0,1704974.0,14983,0.0,0.0,0.0,0.0,0.0,0,1704974.0,14983
2020-08-18,LA,4554,4431,28,123.0,0.0,1204.0,0,0.0,0.0,1550866.0,15062,0.0,0.0,0.0,0.0,187.0,139125.0,139125.0,640,0.0,0.0,0.0,0.0,0.0,103512.0,0.0,0,1689991.0,15702,0.0,0.0,0.0,0.0,0.0,0,1689991.0,15702
2020-08-17,LA,4526,4403,19,123.0,0.0,1226.0,0,0.0,0.0,1535804.0,15635,0.0,0.0,0.0,0.0,184.0,138485.0,138485.0,567,0.0,0.0,0.0,0.0,0.0,103512.0,0.0,0,1674289.0,16202,0.0,0.0,0.0,0.0,0.0,0,1674289.0,16202
2020-08-16,LA,4507,4384,77,123.0,0.0,1196.0,0,0.0,0.0,1520169.0,19894,0.0,0.0,0.0,0.0,189.0,137918.0,137918.0,1181,0.0,0.0,0.0,0.0,0.0,103512.0,0.0,0,1658087.0,21075,0.0,0.0,0.0,0.0,0.0,0,1658087.0,21075
2020-08-15,LA,4430,4307,0,123.0,0.0,1243.0,0,0.0,0.0,1500275.0,0,0.0,0.0,0.0,0.0,197.0,136737.0,136737.0,0,0.0,0.0,0.0,0.0,0.0,103512.0,0.0,0,1637012.0,0,0.0,0.0,0.0,0.0,0.0,0,1637012.0,0
2020-08-14,LA,4430,4307,28,123.0,0.0,1243.0,0,0.0,0.0,1500275.0,19734,0.0,0.0,0.0,0.0,197.0,136737.0,136737.0,1298,0.0,0.0,0.0,0.0,0.0,103512.0,0.0,0,1637012.0,21032,0.0,0.0,0.0,0.0,0.0,0,1637012.0,21032
2020-08-13,LA,4402,4279,41,123.0,0.0,1281.0,0,0.0,0.0,1480541.0,16236,0.0,0.0,0.0,0.0,196.0,135439.0,135439.0,1135,0.0,0.0,0.0,0.0,0.0,103512.0,0.0,0,1615980.0,17371,0.0,0.0,0.0,0.0,0.0,0,1615980.0,17371
2020-08-12,LA,4361,4238,48,123.0,0.0,1320.0,0,0.0,0.0,1464305.0,28866,0.0,0.0,0.0,0.0,211.0,134304.0,134304.0,1179,0.0,0.0,0.0,0.0,0.0,103512.0,0.0,0,1598609.0,30045,0.0,0.0,0.0,0.0,0.0,0,1598609.0,30045
2020-08-11,LA,4313,4195,26,118.0,0.0,1335.0,0,0.0,0.0,1435439.0,19467,0.0,0.0,0.0,0.0,214.0,133125.0,133125.0,1164,0.0,0.0,0.0,0.0,0.0,89083.0,0.0,0,1568564.0,20631,0.0,0.0,0.0,0.0,0.0,0,1568564.0,20631
2020-08-10,LA,4287,4169,24,118.0,0.0,1382.0,0,0.0,0.0,1415972.0,6800,0.0,0.0,0.0,0.0,215.0,131961.0,131961.0,562,0.0,0.0,0.0,0.0,0.0,89083.0,0.0,0,1547933.0,7362,0.0,0.0,0.0,0.0,0.0,0,1547933.0,7362
2020-08-09,LA,4263,4145,56,118.0,0.0,1383.0,0,0.0,0.0,1409172.0,32916,0.0,0.0,0.0,0.0,210.0,131399.0,131399.0,2653,0.0,0.0,0.0,0.0,0.0,89083.0,0.0,0,1540571.0,35569,0.0,0.0,0.0,0.0,0.0,0,1540571.0,35569
2020-08-08,LA,4207,4089,0,118.0,0.0,1406.0,0,0.0,0.0,1376256.0,0,0.0,0.0,0.0,0.0,207.0,128746.0,128746.0,0,0.0,0.0,0.0,0.0,0.0,89083.0,0.0,0,1505002.0,0,0.0,0.0,0.0,0.0,0.0,0,1505002.0,0
2020-08-07,LA,4207,4089,61,118.0,0.0,1406.0,0,0.0,0.0,1376256.0,18530,0.0,0.0,0.0,0.0,207.0,128746.0,128746.0,1500,0.0,0.0,0.0,0.0,0.0,89083.0,0.0,0,1505002.0,20030,0.0,0.0,0.0,0.0,0.0,0,1505002.0,20030
2020-08-06,LA,4146,4028,50,118.0,0.0,1457.0,0,0.0,0.0,1357726.0,13802,0.0,0.0,0.0,0.0,215.0,127246.0,127246.0,1303,0.0,0.0,0.0,0.0,0.0,89083.0,0.0,0,1484972.0,15105,0.0,0.0,0.0,0.0,0.0,0,1484972.0,15105
2020-08-05,LA,4096,3978,45,118.0,0.0,1471.0,0,0.0,0.0,1343924.0,18528,0.0,0.0,0.0,0.0,223.0,125943.0,125943.0,1482,0.0,0.0,0.0,0.0,0.0,89083.0,0.0,0,1469867.0,20010,0.0,0.0,0.0,0.0,0.0,0,1469867.0,20010
2020-08-04,LA,4051,3937,27,114.0,0.0,1487.0,0,0.0,0.0,1325396.0,52332,0.0,0.0,0.0,0.0,240.0,124461.0,124461.0,3615,0.0,0.0,0.0,0.0,0.0,74246.0,0.0,0,1449857.0,55947,0.0,0.0,0.0,0.0,0.0,0,1449857.0,55947
2020-08-03,LA,4024,3910,17,114.0,0.0,1496.0,0,0.0,0.0,1273064.0,13371,0.0,0.0,0.0,0.0,230.0,120846.0,120846.0,1099,0.0,0.0,0.0,0.0,0.0,74246.0,0.0,0,1393910.0,14470,0.0,0.0,0.0,0.0,0.0,0,1393910.0,14470
2020-08-02,LA,4007,3893,58,114.0,0.0,1534.0,0,0.0,0.0,1259693.0,33730,0.0,0.0,0.0,0.0,221.0,119747.0,119747.0,3467,0.0,0.0,0.0,0.0,0.0,74246.0,0.0,0,1379440.0,37197,0.0,0.0,0.0,0.0,0.0,0,1379440.0,37197
2020-08-01,LA,3949,3835,0,114.0,0.0,1546.0,0,0.0,0.0,1225963.0,0,0.0,0.0,0.0,0.0,222.0,116280.0,116280.0,0,0.0,0.0,0.0,0.0,0.0,74246.0,0.0,0,1342243.0,0,0.0,0.0,0.0,0.0,0.0,0,1342243.0,0
2020-07-31,LA,3949,3835,24,114.0,0.0,1546.0,0,0.0,0.0,1225963.0,23054,0.0,0.0,0.0,0.0,222.0,116280.0,116280.0,1799,0.0,0.0,0.0,0.0,0.0,74246.0,0.0,0,1342243.0,24853,0.0,0.0,0.0,0.0,0.0,0,1342243.0,24853
2020-07-30,LA,3925,3811,42,114.0,0.0,1524.0,0,0.0,0.0,1202909.0,20551,0.0,0.0,0.0,0.0,205.0,114481.0,114481.0,1708,0.0,0.0,0.0,0.0,0.0,74246.0,0.0,0,1317390.0,22259,0.0,0.0,0.0,0.0,0.0,0,1317390.0,22259
2020-07-29,LA,3883,3769,71,114.0,0.0,1544.0,0,0.0,0.0,1182358.0,17092,0.0,0.0,0.0,0.0,221.0,112773.0,112773.0,1735,0.0,0.0,0.0,0.0,0.0,74246.0,0.0,0,1295131.0,18827,0.0,0.0,0.0,0.0,0.0,0,1295131.0,18827
2020-07-28,LA,3812,3700,26,112.0,0.0,1583.0,0,0.0,0.0,1165266.0,15161,0.0,0.0,0.0,0.0,214.0,111038.0,111038.0,1121,0.0,0.0,0.0,0.0,0.0,61456.0,0.0,0,1276304.0,16282,0.0,0.0,0.0,0.0,0.0,0,1276304.0,16282
2020-07-27,LA,3786,3674,23,112.0,0.0,1600.0,0,0.0,0.0,1150105.0,24415,0.0,0.0,0.0,0.0,208.0,109917.0,109917.0,2343,0.0,0.0,0.0,0.0,0.0,61456.0,0.0,0,1260022.0,26758,0.0,0.0,0.0,0.0,0.0,0,1260022.0,26758
2020-07-26,LA,3763,3651,48,112.0,0.0,1557.0,0,0.0,0.0,1125690.0,29698,0.0,0.0,0.0,0.0,184.0,107574.0,107574.0,3840,0.0,0.0,0.0,0.0,0.0,61456.0,0.0,0,1233264.0,33538,0.0,0.0,0.0,0.0,0.0,0,1233264.0,33538
2020-07-25,LA,3715,3603,0,112.0,0.0,1600.0,0,0.0,0.0,1095992.0,0,0.0,0.0,0.0,0.0,197.0,103734.0,103734.0,0,0.0,0.0,0.0,0.0,0.0,61456.0,0.0,0,1199726.0,0,0.0,0.0,0.0,0.0,0.0,0,1199726.0,0
2020-07-24,LA,3715,3603,29,112.0,0.0,1600.0,0,0.0,0.0,1095992.0,22774,0.0,0.0,0.0,0.0,197.0,103734.0,103734.0,2084,0.0,0.0,0.0,0.0,0.0,61456.0,0.0,0,1199726.0,24858,0.0,0.0,0.0,0.0,0.0,0,1199726.0,24858
2020-07-23,LA,3686,3574,16,112.0,0.0,1585.0,0,0.0,0.0,1073218.0,19671,0.0,0.0,0.0,0.0,197.0,101650.0,101650.0,2296,0.0,0.0,0.0,0.0,0.0,61456.0,0.0,0,1174868.0,21967,0.0,0.0,0.0,0.0,0.0,0,1174868.0,21967
2020-07-22,LA,3670,3558,62,112.0,0.0,1581.0,0,0.0,0.0,1053547.0,27168,0.0,0.0,0.0,0.0,188.0,99354.0,99354.0,2771,0.0,0.0,0.0,0.0,0.0,61456.0,0.0,0,1152901.0,29939,0.0,0.0,0.0,0.0,0.0,0,1152901.0,29939
2020-07-21,LA,3608,3498,36,110.0,0.0,1527.0,0,0.0,0.0,1026379.0,18347,0.0,0.0,0.0,0.0,186.0,96583.0,96583.0,1691,0.0,0.0,0.0,0.0,0.0,53288.0,0.0,0,1122962.0,20038,0.0,0.0,0.0,0.0,0.0,0,1122962.0,20038
2020-07-20,LA,3572,3462,29,110.0,0.0,1508.0,0,0.0,0.0,1008032.0,30434,0.0,0.0,0.0,0.0,192.0,94892.0,94892.0,3186,0.0,0.0,0.0,0.0,0.0,53288.0,0.0,0,1102924.0,33620,0.0,0.0,0.0,0.0,0.0,0,1102924.0,33620
2020-07-19,LA,3543,3433,34,110.0,0.0,1469.0,0,0.0,0.0,977598.0,22248,0.0,0.0,0.0,0.0,177.0,91706.0,91706.0,3116,0.0,0.0,0.0,0.0,0.0,53288.0,0.0,0,1069304.0,25364,0.0,0.0,0.0,0.0,0.0,0,1069304.0,25364
2020-07-18,LA,3509,3399,0,110.0,0.0,1413.0,0,0.0,0.0,955350.0,0,0.0,0.0,0.0,0.0,161.0,88590.0,88590.0,0,0.0,0.0,0.0,0.0,0.0,53288.0,0.0,0,1043940.0,0,0.0,0.0,0.0,0.0,0.0,0,1043940.0,0
2020-07-17,LA,3509,3399,24,110.0,0.0,1413.0,0,0.0,0.0,955350.0,17624,0.0,0.0,0.0,0.0,161.0,88590.0,88590.0,2179,0.0,0.0,0.0,0.0,0.0,53288.0,0.0,0,1043940.0,19803,0.0,0.0,0.0,0.0,0.0,0,1043940.0,19803
2020-07-16,LA,3485,3375,24,110.0,0.0,1401.0,0,0.0,0.0,937726.0,20657,0.0,0.0,0.0,0.0,162.0,86411.0,86411.0,2280,0.0,0.0,0.0,0.0,0.0,53288.0,0.0,0,1024137.0,22937,0.0,0.0,0.0,0.0,0.0,0,1024137.0,22937
2020-07-15,LA,3461,3351,16,110.0,0.0,1369.0,0,0.0,0.0,917069.0,22656,0.0,0.0,0.0,0.0,149.0,84131.0,84131.0,2089,0.0,0.0,0.0,0.0,0.0,53288.0,0.0,0,1001200.0,24745,0.0,0.0,0.0,0.0,0.0,0,1001200.0,24745
2020-07-14,LA,3445,3337,22,108.0,0.0,1362.0,0,0.0,0.0,894413.0,20814,0.0,0.0,0.0,0.0,146.0,82042.0,82042.0,2215,0.0,0.0,0.0,0.0,0.0,46334.0,0.0,0,976455.0,23029,0.0,0.0,0.0,0.0,0.0,0,976455.0,23029
2020-07-13,LA,3423,3315,7,108.0,0.0,1308.0,0,0.0,0.0,873599.0,16726,0.0,0.0,0.0,0.0,142.0,79827.0,79827.0,1705,0.0,0.0,0.0,0.0,0.0,46334.0,0.0,0,953426.0,18431,0.0,0.0,0.0,0.0,0.0,0,953426.0,18431
2020-07-12,LA,3416,3308,13,108.0,0.0,1243.0,0,0.0,0.0,856873.0,9229,0.0,0.0,0.0,0.0,134.0,78122.0,78122.0,1319,0.0,0.0,0.0,0.0,0.0,46334.0,0.0,0,934995.0,10548,0.0,0.0,0.0,0.0,0.0,0,934995.0,10548
